age,job,marital,education,balance,housing,duration,campaign,approval
0.14977973568281938,10,1,0,0.0684554569737319,0,3.664854177831497e-05,0.0,0
0.1563876651982379,7,1,1,0.1087502181178776,1,4.253401374954779e-05,0.0,0
0.16079295154185025,4,2,2,0.06258976389578663,1,4.1073080990731135e-05,0.0,0
0.14977973568281938,4,1,2,0.06428101636219648,1,4.165745409425779e-05,0.061224489795918366,0
0.21365638766519826,1,1,1,0.04446920175568113,1,4.278445936534493e-05,0.0,0
0.16079295154185025,4,2,2,0.05449591280653951,0,3.9236479808218766e-05,0.02040816326530612,0
0.1629955947136564,6,1,2,0.04858995181272734,1,4.75846670014568e-05,0.0,0
0.1696035242290749,9,1,1,0.046442329633159286,1,3.965388916788066e-05,0.02040816326530612,0
0.17400881057268724,2,1,2,0.04743560489120951,1,3.573024118705879e-05,0.02040816326530612,0
0.17841409691629959,7,1,0,0.043288009556918694,1,4.6415920794403475e-05,0.0,0
0.1696035242290749,7,1,1,0.1702930162011248,1,4.4746283355755866e-05,0.0,0
0.17841409691629959,0,1,1,0.048012778351968426,1,3.806773360116544e-05,0.02040816326530612,0
0.1629955947136564,9,1,2,0.05935490798781224,0,1.965998084007557e-05,0.02040816326530612,0
0.12775330396475773,8,2,1,0.05120736634407592,0,4.4245392124161586e-05,0.0,1
0.15198237885462557,1,1,1,0.04930135165970926,1,3.7065951137976876e-05,0.0,0
0.17180616740088106,4,1,2,0.0470731936484074,0,4.124004473459589e-05,0.02040816326530612,0
0.20704845814977976,9,1,1,0.09913960886431054,0,4.33270915329054e-05,0.08163265306122448,0
0.16519823788546256,0,2,2,0.07556945544355109,1,3.810947453713163e-05,0.0,0
0.13876651982378857,1,2,0,0.04150279862015275,1,4.378624182853349e-05,0.0,0
0.15198237885462557,7,1,1,0.04624099005382478,0,3.95286663599821e-05,0.0,0
0.16740088105726875,4,0,3,0.04446920175568113,1,2.934387798423169e-05,0.02040816326530612,0
0.17621145374449343,4,0,2,0.044683963973637934,0,3.919473887225257e-05,0.04081632653061225,0
0.18061674008810574,7,2,1,0.04589200144964497,0,3.790076985730068e-05,0.02040816326530612,0
0.18061674008810574,2,1,1,0.04571750714755506,0,3.8568624832759725e-05,0.02040816326530612,0
0.14096916299559473,3,1,2,0.05175769452759023,0,4.040522601527209e-05,0.04081632653061225,0
0.17400881057268724,4,1,2,0.12343458477067422,0,4.094785818283256e-05,0.02040816326530612,0
0.2048458149779736,1,1,0,0.05288519617186346,1,4.366101902063492e-05,0.0,0
0.2312775330396476,5,1,3,0.053811358236802186,0,3.831817921696258e-05,0.0,0
0.20704845814977976,6,1,1,0.05499255043556462,0,3.9570407295948286e-05,0.02040816326530612,0
0.20044052863436124,0,1,1,0.04587857881102267,0,3.6439837098484024e-05,0.02040816326530612,0
0.23348017621145378,5,0,1,0.10069663494449738,0,7.079262739865853e-05,0.02040816326530612,1
0.15198237885462557,9,1,1,0.04676447296009449,0,3.6732023650247356e-05,0.04081632653061225,0
0.21365638766519826,4,1,1,0.045032952577817746,0,3.502064527563356e-05,0.0,0
0.15418502202643175,4,2,2,0.07850901330183488,1,7.333882449259613e-05,0.10204081632653061,1
0.19162995594713658,9,1,2,0.061046160454222086,0,4.812729916901727e-05,0.04081632653061225,1
0.17621145374449343,0,0,1,0.0687776003006671,1,3.9612148231914474e-05,0.0,0
0.2555066079295154,5,0,0,0.047542986000187915,0,3.7399878625706397e-05,0.0,1
0.15418502202643175,1,1,1,0.0725090938376666,1,3.886081138452305e-05,0.0,1
0.08370044052863437,4,1,1,0.0972872847344331,1,6.528282385112144e-05,0.0,1
0.13436123348017623,7,2,2,0.049341619575576166,1,3.401886281244499e-05,0.346938775510204,0
0.16740088105726875,4,2,2,0.2051516087032389,1,5.8771237840395765e-05,0.02040816326530612,0
0.1629955947136564,4,2,2,0.051891920913813235,0,3.7775547049402105e-05,0.02040816326530612,0
0.1982378854625551,1,1,1,0.059462289096790646,1,4.8586449464645365e-05,0.0,0
0.15418502202643175,9,1,2,0.04978456665011208,1,4.1907899710054936e-05,0.04081632653061225,0
0.15418502202643175,9,2,2,0.07405269727923114,1,3.381015813261404e-05,0.061224489795918366,0
0.15859030837004406,4,2,2,0.056173742634327055,1,3.773380611343592e-05,0.02040816326530612,0
0.2048458149779736,1,1,0,0.04641548435591468,0,3.581372305899117e-05,0.04081632653061225,0
0.14096916299559473,1,1,0,0.04446920175568113,1,5.1090905622616775e-05,0.0,0
0.15418502202643175,2,2,0,0.033073381565348114,1,4.186615877408875e-05,0.0,0
0.1696035242290749,0,1,3,0.10660259593830955,1,4.090611724686637e-05,0.0,1
0.18281938325991193,1,0,0,0.05579790875290264,0,7.584328065056754e-05,0.04081632653061225,1
0.16519823788546256,9,2,1,0.047529563361565615,1,0.00010598023641815685,0.02040816326530612,0
0.16740088105726875,9,2,1,0.045140333686796145,0,3.7441619561672585e-05,0.02040816326530612,0
0.15859030837004406,9,1,2,0.06512664259540141,1,5.1758760598075816e-05,0.0,1
0.20044052863436124,1,1,1,0.07441510852203326,1,4.470454241978968e-05,0.04081632653061225,0
0.18942731277533043,0,1,1,0.08559616649440946,1,3.998781665561018e-05,0.02040816326530612,0
0.20925110132158592,4,1,1,0.04556985812270976,0,3.919473887225257e-05,0.0,0
0.1563876651982379,6,2,2,0.07339498798673844,0,4.566458394701205e-05,0.0,0
0.1629955947136564,5,2,1,0.04582488825653347,1,4.6457661730369664e-05,0.0,0
0.20264317180616742,9,0,1,0.05499255043556462,1,5.751900976141006e-05,0.0,0
0.17400881057268724,1,1,0,0.037543120226574134,0,5.6475486362255304e-05,0.04081632653061225,0
0.22246696035242294,5,1,1,0.05003959678393578,1,4.683333015406537e-05,0.0,0
0.18942731277533043,4,1,2,0.12348827532516342,0,4.282620030131112e-05,0.02040816326530612,0
0.18942731277533043,7,1,1,0.06265687708889814,0,3.8944293256455434e-05,0.02040816326530612,0
0.20704845814977976,0,1,1,0.2709493832297553,0,4.265923655744636e-05,0.0,0
0.19603524229074892,1,0,1,0.0471939973960081,1,3.8944293256455434e-05,0.0,0
0.15198237885462557,7,1,1,0.049006053610018654,1,3.982085291174543e-05,0.0,0
0.14757709251101325,9,1,1,0.050428853303982495,1,3.877732951259067e-05,0.061224489795918366,0
0.17400881057268724,4,1,1,0.04446920175568113,0,5.964779749568576e-05,0.04081632653061225,0
0.15418502202643175,9,2,2,0.04930135165970926,0,4.019652133544114e-05,0.02040816326530612,0
0.16519823788546256,4,1,2,0.04446920175568113,0,4.453757867592492e-05,0.02040816326530612,1
0.17621145374449343,2,0,2,0.04449604703292573,1,4.921256350413821e-05,0.0,0
0.15198237885462557,4,2,2,0.12833384786781385,1,3.9779111975779235e-05,0.02040816326530612,0
0.17400881057268724,7,1,2,0.04999932886806888,1,3.9779111975779235e-05,0.08163265306122448,0
0.20704845814977976,5,1,1,0.049086589441752454,1,4.257575468551398e-05,0.0,0
0.20264317180616742,4,0,2,0.08771694339673292,0,3.614765054672069e-05,0.02040816326530612,0
0.17400881057268724,1,0,1,0.04680474087596139,1,4.866993133657774e-05,0.02040816326530612,0
0.17180616740088106,9,2,1,0.05240198118146065,0,3.698246926604449e-05,0.10204081632653061,0
0.19383259911894274,1,0,0,0.04967718554113367,0,6.261140394928526e-05,0.0,0
0.17180616740088106,10,1,1,0.04740875961396491,1,4.186615877408875e-05,0.02040816326530612,0
0.14317180616740088,0,0,1,0.050522811774338594,1,6.0566098086941946e-05,0.0,1
0.21585903083700442,5,1,0,0.04453631494879263,0,3.598068680285593e-05,0.02040816326530612,0
0.14537444933920707,0,2,1,0.04684500879182829,1,3.9612148231914474e-05,0.0,0
0.1982378854625551,7,1,1,0.053287875330532475,0,4.996390035152964e-05,0.02040816326530612,1
0.16519823788546256,4,1,2,0.062119971544006114,0,4.270097749341255e-05,0.0,1
0.19603524229074892,1,1,0,0.06414678997597348,1,5.029782783925916e-05,0.02040816326530612,0
0.17400881057268724,9,2,1,0.056267701104683154,0,3.585546399495736e-05,0.061224489795918366,0
0.16079295154185025,1,2,0,0.04840203487201514,1,5.5098035475371034e-05,0.02040816326530612,0
0.16740088105726875,0,1,1,0.05016040053153649,1,4.499672897155301e-05,0.0,0
0.15859030837004406,1,1,1,0.06904605307311311,1,4.182441783812255e-05,0.02040816326530612,0
0.1696035242290749,1,1,0,0.04595911464275647,0,4.1740935966190176e-05,0.02040816326530612,0
0.15859030837004406,1,1,0,0.050576502328827794,1,4.887863601640869e-05,0.04081632653061225,0
0.14317180616740088,7,2,1,0.041851787224332554,1,4.96717137997663e-05,0.0,1
0.15418502202643175,4,2,2,0.09300546301391927,0,4.023826227140733e-05,0.02040816326530612,0
0.20925110132158592,1,1,1,0.23363444785976029,0,4.299316404517588e-05,0.08163265306122448,0
0.17400881057268724,11,2,2,0.0655024764768258,0,4.549762020314729e-05,0.02040816326530612,0
0.17400881057268724,0,1,2,0.11730043892028294,1,3.9570407295948286e-05,0.02040816326530612,0
0.14977973568281938,0,2,2,0.047972510436101526,0,4.307664591710826e-05,0.0,0
